loc_rowid,pl_hostname,pl_letter,pl_name,gaia_dist,st_teff,st_mass,st_rad,rowupdate,pl_disc,pl_facility,pl_status
1361,KELT-9,b,KELT-9 b,205.65,10170.00,2.52,2.36,2017-06-05,2017,KELT-North,3
1362,KIC 10001893,b,KIC 10001893 b,1758.47,27500.00,,,2014-10-03,2014,Kepler,3
1363,KIC 10001893,c,KIC 10001893 c,1758.47,27500.00,,,2014-10-03,2014,Kepler,3
1364,KIC 10001893,d,KIC 10001893 d,1758.47,27500.00,,,2014-10-03,2014,Kepler,3
1365,KIC 10525077,b,KIC 10525077 b,1525.31,6091.00,1.01,1.01,2016-01-05,2015,Kepler,3
1366,KIC 3558849,b,KIC 3558849 b,1258.75,6175.00,0.98,1.01,2016-01-05,2015,Kepler,3
1367,KIC 5095269,b,KIC 5095269 b,1230.60,,1.21,,2019-12-05,2017,Kepler,3
1368,KIC 5437945,b,KIC 5437945 b,1322.48,6340.00,1.07,1.24,2016-01-05,2015,Kepler,3
1369,KIC 5951458,b,KIC 5951458 b,758.78,6258.00,0.98,1.52,2016-01-05,2015,Kepler,3
1370,KIC 7917485,b,KIC 7917485 b,1439.31,7067.00,1.63,,2016-08-18,2016,Kepler,3
1371,KOI-7892,b,KIC 8540376 b,1106.37,6474.00,1.04,1.26,2016-01-05,2015,Kepler,3
1372,KOI-7892,c,KIC 8540376 c,1106.37,6474.00,1.04,1.26,2016-01-05,2015,Kepler,3
1373,KIC 9663113,b,KIC 9663113 b,1670.88,6065.00,0.98,1.03,2016-01-05,2015,Kepler,3
1374,KMT-2016-BLG-0212L,b,KMT-2016-BLG-0212L b,,,0.48,,2019-09-12,2018,KMTNet,3
1375,KMT-2016-BLG-1107L,b,KMT-2016-BLG-1107L b,,,0.09,,2019-02-21,2019,KMTNet,3
1376,KMT-2016-BLG-1397L,b,KMT-2016-BLG-1397L b,,,0.45,,2018-11-08,2018,KMTNet,3
1377,KMT-2016-BLG-1820L,b,KMT-2016-BLG-1820L b,,,0.04,,2018-11-08,2018,KMTNet,3
1378,KMT-2016-BLG-1836L,b,KMT-2016-BLG-1836L b,,,0.49,,2020-03-19,2019,KMTNet,3
1379,KMT-2016-BLG-2142L,b,KMT-2016-BLG-2142L b,,,0.07,,2018-11-08,2018,KMTNet,3
1380,KMT-2017-BLG-0165L,b,KMT-2017-BLG-0165L b,,,0.76,,2019-07-25,2018,KMTNet,3
1381,KMT-2017-BLG-1038L,b,KMT-2017-BLG-1038L b,,,0.37,,2019-03-14,2019,KMTNet,3
1382,KMT-2017-BLG-1146L,b,KMT-2017-BLG-1146L b,,,0.33,,2019-03-14,2019,KMTNet,3
1383,KMT-2018-BLG-0029L,b,KMT-2018-BLG-0029L b,,,1.14,,2020-06-24,2020,KMTNet,3
1384,KMT-2018-BLG-1292L,b,KMT-2018-BLG-1292L b,,,1.09,,2020-06-24,2020,KMTNet,3
1385,KMT-2018-BLG-1990L,b,KMT-2018-BLG-1990L b,,,0.09,,2019-11-07,2019,KMTNet,3
1386,KOI-12,b,KOI-12 b,403.99,,1.50,1.40,2019-11-07,2015,Kepler,3
1387,KOI-1257,b,KOI-1257 b,,5520.00,0.99,1.13,2014-06-25,2014,Kepler,3
1388,KOI-13,b,KOI-13 b,,7650.00,1.72,1.74,2015-10-15,2011,Kepler,3
1389,KOI-142,b,KOI-142 b,381.01,5466.00,0.99,0.90,2020-06-04,2013,Kepler,3
1390,KOI-142,c,KOI-142 c,381.01,5466.00,0.99,0.90,2020-06-04,2013,Kepler,3
1391,KOI-1599,c,KOI-1599.01,1168.99,,1.02,0.97,2019-05-23,2019,Kepler,3
1392,KOI-1599,b,KOI-1599.02,1168.99,,1.02,0.97,2019-05-23,2019,Kepler,3
1393,KOI-1783,b,KOI-1783.01,887.81,5922.00,1.08,1.14,2020-05-07,2020,Kepler,3
1394,KOI-1783,c,KOI-1783.02,887.81,5922.00,1.08,1.14,2020-05-07,2020,Kepler,3
1395,KOI-217,b,KOI-217 b,939.21,5545.00,0.95,0.86,2014-05-14,2010,Kepler,3
1396,KOI-351,b,KOI-351 b,869.51,6080.00,1.20,1.20,2014-05-14,2013,Kepler,3
1397,KOI-351,c,KOI-351 c,869.51,6080.00,1.20,1.20,2014-05-14,2013,Kepler,3
1398,KOI-351,d,KOI-351 d,869.51,6080.00,1.20,1.20,2014-05-14,2013,Kepler,3
1399,KOI-351,e,KOI-351 e,869.51,6080.00,1.20,1.20,2014-05-14,2013,Kepler,3
1400,KOI-351,f,KOI-351 f,869.51,6080.00,1.20,1.20,2014-05-14,2013,Kepler,3
1401,KOI-351,g,KOI-351 g,869.51,6080.00,1.20,1.20,2014-05-14,2013,Kepler,3
1402,KOI-351,h,KOI-351 h,869.51,6080.00,1.20,1.20,2014-05-14,2013,Kepler,3
1403,KOI-3680,b,KOI-3680 b,946.59,5830.00,1.01,0.96,2018-12-06,2018,Kepler,3
1404,KOI-55,b,KOI-55 b,1273.86,27730.00,0.50,0.20,2014-05-14,2011,Kepler,3
1405,KOI-55,c,KOI-55 c,1273.86,27730.00,0.50,0.20,2014-05-14,2011,Kepler,3
1406,KOI-94,b,KOI-94 b,483.65,6182.00,1.28,1.52,2014-05-14,2013,Kepler,3
1407,KOI-94,c,KOI-94 c,483.65,6182.00,1.28,1.52,2014-05-14,2013,Kepler,3
1408,KOI-94,d,KOI-94 d,483.65,6182.00,1.28,1.52,2014-05-14,2013,Kepler,3
1409,KOI-94,e,KOI-94 e,483.65,6182.00,1.28,1.52,2014-05-14,2013,Kepler,3
1410,KPS-1,b,KPS-1 b,264.69,5165.00,0.89,0.91,2018-04-26,2018,Acton Sky Portal Observatory,3
1411,Kapteyn,c,Kapteyn c,3.93,3550.00,0.28,0.29,2014-06-04,2014,Multiple Observatories,3
1412,Kepler-10,b,Kepler-10 b,186.50,5708.00,0.91,1.06,2015-10-15,2011,Kepler,3
1413,Kepler-10,c,Kepler-10 c,186.50,5708.00,0.91,1.06,2017-07-27,2011,Kepler,3
1414,Kepler-100,b,Kepler-100 b,307.34,5825.00,1.08,1.49,2014-05-14,2014,Kepler,3
1415,Kepler-100,c,Kepler-100 c,307.34,5825.00,1.08,1.49,2016-10-13,2014,Kepler,3
1416,Kepler-100,d,Kepler-100 d,307.34,5825.00,1.08,1.49,2016-10-13,2014,Kepler,3
1417,Kepler-1000,b,Kepler-1000 b,1152.75,6453.00,1.40,1.51,2016-05-10,2016,Kepler,3
1418,Kepler-1001,b,Kepler-1001 b,954.17,5491.00,0.90,0.88,2016-05-10,2016,Kepler,3
1419,Kepler-1002,b,Kepler-1002 b,1432.94,6144.00,1.22,1.57,2016-05-10,2016,Kepler,3
1420,Kepler-1003,b,Kepler-1003 b,968.07,6109.00,1.11,1.17,2016-05-10,2016,Kepler,3
1421,Kepler-1004,b,Kepler-1004 b,1191.35,4972.00,1.11,3.39,2016-05-10,2016,Kepler,3
1422,Kepler-1005,b,Kepler-1005 b,577.27,5782.00,1.00,1.06,2016-05-10,2016,Kepler,3
1423,Kepler-1006,b,Kepler-1006 b,,5328.00,0.78,0.74,2016-05-10,2016,Kepler,3
1424,Kepler-1007,b,Kepler-1007 b,461.91,4587.00,0.73,0.70,2016-05-10,2016,Kepler,3
1425,Kepler-1008,b,Kepler-1008 b,284.89,5066.00,0.81,0.78,2016-05-10,2016,Kepler,3
1426,Kepler-1009,b,Kepler-1009 b,358.41,4027.00,0.59,0.57,2016-05-10,2016,Kepler,3
1427,Kepler-101,b,Kepler-101 b,953.44,5667.00,1.17,1.56,2014-09-25,2014,Kepler,3
1428,Kepler-101,c,Kepler-101 c,953.44,5667.00,1.17,1.56,2014-09-25,2014,Kepler,3
1429,Kepler-1010,b,Kepler-1010 b,589.05,5253.00,0.86,0.82,2016-05-10,2016,Kepler,3
1430,Kepler-1011,b,Kepler-1011 b,752.52,5416.00,0.91,0.88,2016-05-10,2016,Kepler,3
1431,Kepler-1012,b,Kepler-1012 b,416.02,5556.00,0.95,0.91,2016-05-10,2016,Kepler,3
1432,Kepler-1013,b,Kepler-1013 b,427.44,4954.00,0.81,0.76,2016-05-10,2016,Kepler,3
1433,Kepler-1014,b,Kepler-1014 b,636.24,5388.00,0.88,0.84,2016-05-10,2016,Kepler,3
1434,Kepler-1015,b,Kepler-1015 b,755.15,6769.00,1.49,1.81,2016-05-10,2016,Kepler,3
1435,Kepler-1016,b,Kepler-1016 b,1460.10,5821.00,0.99,1.00,2016-05-10,2016,Kepler,3
1436,Kepler-1016,c,Kepler-1016 c,1460.10,5821.00,0.99,1.00,2016-05-10,2016,Kepler,3
1437,Kepler-1017,b,Kepler-1017 b,560.99,5473.00,0.93,0.87,2016-05-10,2016,Kepler,3
1438,Kepler-1018,b,Kepler-1018 b,1039.98,5518.00,0.91,0.88,2016-05-10,2016,Kepler,3
1439,Kepler-1019,b,Kepler-1019 b,195.28,4433.00,0.70,0.67,2016-05-10,2016,Kepler,3
1440,Kepler-102,b,Kepler-102 b,108.13,4909.00,0.81,0.76,2016-10-13,2014,Kepler,3
1441,Kepler-102,c,Kepler-102 c,108.13,4909.00,0.81,0.76,2016-10-13,2014,Kepler,3
1442,Kepler-102,d,Kepler-102 d,108.13,4909.00,0.81,0.76,2014-05-14,2014,Kepler,3
1443,Kepler-102,e,Kepler-102 e,108.13,4909.00,0.81,0.76,2014-05-14,2013,Kepler,3
1444,Kepler-102,f,Kepler-102 f,108.13,4909.00,0.81,0.76,2016-10-13,2014,Kepler,3
1445,Kepler-1020,b,Kepler-1020 b,420.36,5227.00,0.87,0.80,2016-05-10,2016,Kepler,3
1446,Kepler-1021,b,Kepler-1021 b,828.87,5431.00,0.89,0.86,2016-05-10,2016,Kepler,3
1447,Kepler-1022,b,Kepler-1022 b,425.11,4445.00,0.71,0.68,2016-05-10,2016,Kepler,3
1448,Kepler-1023,b,Kepler-1023 b,708.19,5494.00,0.93,0.89,2016-05-10,2016,Kepler,3
1449,Kepler-1024,b,Kepler-1024 b,1119.70,5143.00,0.81,0.78,2016-05-10,2016,Kepler,3
1450,Kepler-1025,b,Kepler-1025 b,822.11,6089.00,1.09,1.13,2016-05-10,2016,Kepler,3
1451,Kepler-1026,b,Kepler-1026 b,354.82,4948.00,0.79,0.75,2016-05-10,2016,Kepler,3
1452,Kepler-1027,b,Kepler-1027 b,409.83,5436.00,0.91,0.82,2016-05-10,2016,Kepler,3
1453,Kepler-1028,b,Kepler-1028 b,618.74,5522.00,0.90,0.87,2016-05-10,2016,Kepler,3
1454,Kepler-1029,b,Kepler-1029 b,370.57,5030.00,0.82,0.77,2016-05-10,2016,Kepler,3
1455,Kepler-103,b,Kepler-103 b,501.93,5845.00,1.09,1.44,2014-05-14,2014,Kepler,3
1456,Kepler-103,c,Kepler-103 c,501.93,5845.00,1.09,1.44,2014-05-14,2014,Kepler,3
1457,Kepler-1030,b,Kepler-1030 b,775.26,4983.00,0.80,0.76,2016-05-10,2016,Kepler,3
1458,Kepler-1031,b,Kepler-1031 b,,6011.00,1.09,1.12,2016-05-10,2016,Kepler,3
1459,Kepler-1032,b,Kepler-1032 b,683.87,4647.00,0.77,0.71,2016-05-10,2016,Kepler,3
1460,Kepler-1033,b,Kepler-1033 b,1518.20,5547.00,0.94,0.92,2016-05-10,2016,Kepler,3
1461,Kepler-1034,b,Kepler-1034 b,667.04,5198.00,0.83,0.80,2016-05-10,2016,Kepler,3
1462,Kepler-1035,b,Kepler-1035 b,570.46,5763.00,0.98,0.97,2016-05-10,2016,Kepler,3
1463,Kepler-1036,b,Kepler-1036 b,496.44,5533.00,0.95,0.89,2016-05-10,2016,Kepler,3
1464,Kepler-1037,b,Kepler-1037 b,452.75,5105.00,0.82,0.78,2016-05-10,2016,Kepler,3
1465,Kepler-1038,b,Kepler-1038 b,593.92,5335.00,0.87,0.83,2016-05-10,2016,Kepler,3
1466,Kepler-1039,b,Kepler-1039 b,309.64,4870.00,0.79,0.74,2016-05-10,2016,Kepler,3
1467,Kepler-104,b,Kepler-104 b,405.42,5711.00,,1.35,2014-05-14,2014,Kepler,3
1468,Kepler-104,c,Kepler-104 c,405.42,5711.00,,1.35,2014-05-14,2014,Kepler,3
1469,Kepler-104,d,Kepler-104 d,405.42,5711.00,,1.35,2014-05-14,2014,Kepler,3
1470,Kepler-1040,b,Kepler-1040 b,488.92,5694.00,0.98,0.96,2016-05-10,2016,Kepler,3
1471,Kepler-1041,b,Kepler-1041 b,1552.30,5957.00,1.06,1.08,2016-05-10,2016,Kepler,3
1472,Kepler-1042,b,Kepler-1042 b,499.76,4815.00,0.75,0.72,2016-05-10,2016,Kepler,3
1473,Kepler-1043,b,Kepler-1043 b,927.40,5629.00,0.92,0.90,2016-05-10,2016,Kepler,3
1474,Kepler-1044,b,Kepler-1044 b,1327.16,5985.00,1.08,1.11,2016-05-10,2016,Kepler,3
1475,Kepler-1045,b,Kepler-1045 b,968.44,5301.00,0.86,0.82,2016-05-10,2016,Kepler,3
1476,Kepler-1046,b,Kepler-1046 b,558.80,5913.00,1.04,1.04,2016-05-10,2016,Kepler,3
1477,Kepler-1047,b,Kepler-1047 b,837.39,5754.00,1.08,1.13,2016-05-10,2016,Kepler,3
1478,Kepler-1047,c,Kepler-1047 c,837.39,5754.00,1.08,1.13,2016-05-10,2016,Kepler,3
1479,Kepler-1048,b,Kepler-1048 b,565.03,4651.00,0.75,0.70,2016-05-10,2016,Kepler,3
1480,Kepler-1049,b,Kepler-1049 b,162.77,3864.00,0.51,0.49,2016-05-10,2016,Kepler,3
1481,Kepler-105,b,Kepler-105 b,465.33,5827.00,0.96,0.89,2014-05-14,2013,Kepler,3
1482,Kepler-105,c,Kepler-105 c,465.33,5827.00,0.96,0.89,2016-04-07,2014,Kepler,3
1483,Kepler-1050,b,Kepler-1050 b,497.53,6010.00,1.09,1.13,2016-05-10,2016,Kepler,3
1484,Kepler-1050,c,Kepler-1050 c,497.53,6010.00,1.09,1.13,2016-05-10,2016,Kepler,3
1485,Kepler-1051,b,Kepler-1051 b,849.58,6675.00,1.43,1.73,2016-05-10,2016,Kepler,3
1486,Kepler-1052,b,Kepler-1052 b,969.58,5888.00,1.03,1.03,2016-05-10,2016,Kepler,3
1487,Kepler-1053,b,Kepler-1053 b,151.79,4529.00,0.74,0.69,2016-05-10,2016,Kepler,3
1488,Kepler-1054,b,Kepler-1054 b,1125.71,6209.00,1.22,1.34,2016-05-10,2016,Kepler,3
1489,Kepler-1055,b,Kepler-1055 b,393.82,5723.00,0.98,0.94,2016-05-10,2016,Kepler,3
1490,Kepler-1056,b,Kepler-1056 b,1010.77,6127.00,1.12,1.20,2016-05-10,2016,Kepler,3
1491,Kepler-1057,b,Kepler-1057 b,1242.74,5987.00,1.07,1.10,2016-05-10,2016,Kepler,3
1492,Kepler-1058,b,Kepler-1058 b,890.77,4644.00,0.73,0.69,2016-05-10,2016,Kepler,3
1493,Kepler-1059,b,Kepler-1059 b,727.78,4906.00,0.75,0.72,2016-05-10,2016,Kepler,3
1494,Kepler-106,b,Kepler-106 b,449.98,5858.00,1.00,1.04,2016-10-13,2014,Kepler,3
1495,Kepler-106,c,Kepler-106 c,449.98,5858.00,1.00,1.04,2014-05-14,2014,Kepler,3
1496,Kepler-106,d,Kepler-106 d,449.98,5858.00,1.00,1.04,2016-10-13,2014,Kepler,3
1497,Kepler-106,e,Kepler-106 e,449.98,5858.00,1.00,1.04,2014-05-14,2014,Kepler,3
1498,Kepler-1060,b,Kepler-1060 b,972.87,5797.00,0.99,0.99,2016-05-10,2016,Kepler,3
1499,Kepler-1061,b,Kepler-1061 b,552.02,6067.00,1.09,1.07,2016-05-10,2016,Kepler,3
1500,Kepler-1062,b,Kepler-1062 b,402.04,4597.00,0.75,0.70,2016-05-10,2016,Kepler,3
1501,Kepler-1063,b,Kepler-1063 b,,5945.00,1.09,1.14,2016-05-10,2016,Kepler,3
1502,Kepler-1064,b,Kepler-1064 b,,5153.00,0.85,0.79,2016-05-10,2016,Kepler,3
1503,Kepler-1065,b,Kepler-1065 b,1157.55,5635.00,0.94,0.93,2016-05-10,2016,Kepler,3
1504,Kepler-1065,c,Kepler-1065 c,1157.55,5635.00,0.94,0.93,2016-05-10,2016,Kepler,3
1505,Kepler-1066,b,Kepler-1066 b,347.69,5762.00,0.98,0.98,2016-05-10,2016,Kepler,3
1506,Kepler-1067,b,Kepler-1067 b,680.75,5592.00,0.95,0.93,2016-05-10,2016,Kepler,3
1507,Kepler-1068,b,Kepler-1068 b,1536.68,5806.00,1.01,1.01,2016-05-10,2016,Kepler,3
1508,Kepler-1069,b,Kepler-1069 b,710.23,5722.00,0.99,0.98,2016-05-10,2016,Kepler,3
1509,Kepler-107,b,Kepler-107 b,534.05,5854.00,1.24,1.45,2019-07-11,2014,Kepler,3
1510,Kepler-107,c,Kepler-107 c,534.05,5854.00,1.24,1.45,2019-07-11,2014,Kepler,3
1511,Kepler-107,d,Kepler-107 d,534.05,5854.00,1.24,1.45,2019-07-11,2014,Kepler,3
1512,Kepler-107,e,Kepler-107 e,534.05,5854.00,1.24,1.45,2019-07-11,2014,Kepler,3
1513,Kepler-1070,b,Kepler-1070 b,965.14,6261.00,1.21,1.32,2016-05-10,2016,Kepler,3
1514,Kepler-1071,b,Kepler-1071 b,1072.45,5215.00,0.86,0.81,2016-05-10,2016,Kepler,3
1515,Kepler-1072,b,Kepler-1072 b,1011.31,6199.00,1.20,1.32,2016-05-10,2016,Kepler,3
1516,Kepler-1073,b,Kepler-1073 b,829.04,5792.00,1.00,1.00,2016-05-10,2016,Kepler,3
1517,Kepler-1073,c,Kepler-1073 c,829.04,5792.00,1.00,1.00,2016-05-10,2016,Kepler,3
1518,Kepler-1074,b,Kepler-1074 b,252.64,4002.00,0.60,0.57,2016-05-10,2016,Kepler,3
1519,Kepler-1075,b,Kepler-1075 b,293.62,3959.00,0.56,0.54,2016-05-10,2016,Kepler,3
1520,Kepler-1076,b,Kepler-1076 b,,4868.00,0.79,0.74,2016-05-10,2016,Kepler,3
1521,Kepler-1077,b,Kepler-1077 b,1137.02,5816.00,1.02,1.02,2016-05-10,2016,Kepler,3
1522,Kepler-1078,b,Kepler-1078 b,2672.84,5612.00,0.94,0.92,2016-05-10,2016,Kepler,3
1523,Kepler-1079,b,Kepler-1079 b,,5758.00,1.08,1.36,2016-05-10,2016,Kepler,3
1524,Kepler-108,b,Kepler-108 b,,5854.00,,2.19,2014-05-14,2014,Kepler,3
1525,Kepler-108,c,Kepler-108 c,,5854.00,,2.19,2014-05-14,2014,Kepler,3
1526,Kepler-1080,b,Kepler-1080 b,1440.16,5956.00,1.10,1.16,2016-05-10,2016,Kepler,3
1527,Kepler-1081,b,Kepler-1081 b,425.37,5345.00,0.88,0.84,2016-05-10,2016,Kepler,3
1528,Kepler-1082,b,Kepler-1082 b,755.68,5923.00,1.03,1.14,2016-05-10,2016,Kepler,3
1529,Kepler-1083,b,Kepler-1083 b,926.26,5049.00,0.81,0.77,2016-05-10,2016,Kepler,3
1530,Kepler-1084,b,Kepler-1084 b,410.24,6113.00,1.12,1.28,2016-05-10,2016,Kepler,3
1531,Kepler-1085,b,Kepler-1085 b,1420.20,6000.00,1.11,1.14,2016-05-10,2016,Kepler,3
1532,Kepler-1086,b,Kepler-1086 b,472.29,4350.00,0.70,0.66,2016-05-10,2016,Kepler,3
1533,Kepler-1086,c,Kepler-1086 c,472.29,4350.00,0.70,0.66,2016-05-10,2016,Kepler,3
1534,Kepler-1087,b,Kepler-1087 b,366.42,5589.00,0.96,0.94,2016-05-10,2016,Kepler,3
1535,Kepler-1088,b,Kepler-1088 b,282.92,5975.00,1.08,1.08,2016-05-10,2016,Kepler,3
1536,Kepler-1089,b,Kepler-1089 b,261.25,3753.00,0.52,0.49,2016-05-10,2016,Kepler,3
1537,Kepler-109,b,Kepler-109 b,481.40,5952.00,1.04,1.32,2016-10-13,2014,Kepler,3
1538,Kepler-109,c,Kepler-109 c,481.40,5952.00,1.04,1.32,2016-10-13,2014,Kepler,3
1539,Kepler-1090,b,Kepler-1090 b,879.42,5321.00,0.86,0.82,2016-05-10,2016,Kepler,3
1540,Kepler-1091,b,Kepler-1091 b,938.59,5851.00,1.01,1.03,2016-05-10,2016,Kepler,3
1541,Kepler-1092,b,Kepler-1092 b,1009.53,5862.00,0.99,1.00,2016-05-10,2016,Kepler,3
1542,Kepler-1093,b,Kepler-1093 b,1107.00,6166.00,1.13,1.20,2016-05-10,2016,Kepler,3
1543,Kepler-1093,c,Kepler-1093 c,1107.00,6166.00,1.13,1.20,2016-05-10,2016,Kepler,3
1544,Kepler-1094,b,Kepler-1094 b,1338.27,6112.00,1.14,1.21,2016-05-10,2016,Kepler,3
1545,Kepler-1095,b,Kepler-1095 b,810.90,5658.00,0.94,0.92,2016-05-10,2016,Kepler,3
1546,Kepler-1096,b,Kepler-1096 b,382.09,4306.00,0.66,0.63,2016-05-10,2016,Kepler,3
1547,Kepler-1097,b,Kepler-1097 b,734.88,5211.00,0.82,0.79,2016-05-10,2016,Kepler,3
1548,Kepler-1098,b,Kepler-1098 b,1081.47,5794.00,0.99,0.99,2016-05-10,2016,Kepler,3
1549,Kepler-1099,b,Kepler-1099 b,1053.54,5837.00,1.01,1.00,2016-05-10,2016,Kepler,3
1550,Kepler-11,b,Kepler-11 b,658.59,5663.00,0.96,1.06,2014-05-14,2010,Kepler,3
1551,Kepler-11,c,Kepler-11 c,658.59,5663.00,0.96,1.06,2014-05-14,2010,Kepler,3
1552,Kepler-11,d,Kepler-11 d,658.59,5663.00,0.96,1.06,2014-05-14,2010,Kepler,3
1553,Kepler-11,e,Kepler-11 e,658.59,5663.00,0.96,1.06,2014-05-14,2010,Kepler,3
1554,Kepler-11,f,Kepler-11 f,658.59,5663.00,0.96,1.06,2014-05-14,2010,Kepler,3
1555,Kepler-11,g,Kepler-11 g,658.59,5663.00,0.96,1.06,2014-05-14,2010,Kepler,3
1556,Kepler-110,b,Kepler-110 b,596.52,5960.00,,1.15,2014-05-14,2014,Kepler,3
1557,Kepler-110,c,Kepler-110 c,596.52,5960.00,,1.15,2014-05-14,2014,Kepler,3
1558,Kepler-1100,b,Kepler-1100 b,707.73,6247.00,1.21,1.34,2016-05-10,2016,Kepler,3
1559,Kepler-1101,b,Kepler-1101 b,758.46,5614.00,0.94,0.91,2016-05-10,2016,Kepler,3
1560,Kepler-1102,b,Kepler-1102 b,1292.43,5724.00,0.96,0.94,2016-05-10,2016,Kepler,3
1561,Kepler-1103,b,Kepler-1103 b,1385.27,6092.00,1.11,1.15,2016-05-10,2016,Kepler,3
1562,Kepler-1104,b,Kepler-1104 b,538.51,6417.00,1.30,1.41,2016-05-10,2016,Kepler,3
1563,Kepler-1105,b,Kepler-1105 b,320.93,4299.00,0.71,0.68,2016-05-10,2016,Kepler,3
1564,Kepler-1106,b,Kepler-1106 b,1125.85,6104.00,1.11,1.17,2016-05-10,2016,Kepler,3
1565,Kepler-1107,b,Kepler-1107 b,434.13,5268.00,0.86,0.82,2016-05-10,2016,Kepler,3
1566,Kepler-1108,b,Kepler-1108 b,784.82,5406.00,0.88,0.84,2016-05-10,2016,Kepler,3
1567,Kepler-1109,b,Kepler-1109 b,698.75,5893.00,1.05,1.06,2016-05-10,2016,Kepler,3
1568,Kepler-111,b,Kepler-111 b,669.92,5952.00,,1.16,2014-05-14,2014,Kepler,3
1569,Kepler-111,c,Kepler-111 c,669.92,5952.00,,1.16,2014-05-14,2014,Kepler,3
1570,Kepler-1110,b,Kepler-1110 b,741.87,4781.00,0.73,0.70,2016-05-10,2016,Kepler,3
1571,Kepler-1111,b,Kepler-1111 b,862.17,6077.00,1.10,1.15,2016-05-10,2016,Kepler,3
1572,Kepler-1112,b,Kepler-1112 b,1754.37,6496.00,1.34,1.54,2016-05-10,2016,Kepler,3
1573,Kepler-1113,b,Kepler-1113 b,1107.72,5931.00,1.12,1.17,2016-05-10,2016,Kepler,3
1574,Kepler-1114,b,Kepler-1114 b,423.52,5374.00,0.87,0.83,2016-05-10,2016,Kepler,3
1575,Kepler-1115,b,Kepler-1115 b,1011.08,8480.00,1.60,1.73,2016-05-10,2016,Kepler,3
1576,Kepler-1116,b,Kepler-1116 b,1038.23,5641.00,0.95,0.93,2016-05-10,2016,Kepler,3
1577,Kepler-1117,b,Kepler-1117 b,577.93,5612.00,0.95,0.93,2016-05-10,2016,Kepler,3
1578,Kepler-1118,b,Kepler-1118 b,911.03,5688.00,0.96,0.97,2016-05-10,2016,Kepler,3
1579,Kepler-1119,b,Kepler-1119 b,1847.86,6083.00,1.11,1.17,2016-05-10,2016,Kepler,3
1580,Kepler-112,b,Kepler-112 b,520.90,5544.00,,0.84,2014-05-14,2014,Kepler,3
1581,Kepler-112,c,Kepler-112 c,520.90,5544.00,,0.84,2014-05-14,2014,Kepler,3
1582,Kepler-1120,b,Kepler-1120 b,626.22,4904.00,0.78,0.74,2016-05-10,2016,Kepler,3
1583,Kepler-1121,b,Kepler-1121 b,488.81,6231.00,1.29,1.59,2016-05-10,2016,Kepler,3
1584,Kepler-1122,b,Kepler-1122 b,1275.38,5544.00,0.92,0.89,2016-05-10,2016,Kepler,3
1585,Kepler-1123,b,Kepler-1123 b,718.82,5500.00,0.93,0.90,2016-05-10,2016,Kepler,3
1586,Kepler-1124,b,Kepler-1124 b,292.28,3658.00,0.35,0.34,2016-05-10,2016,Kepler,3
1587,Kepler-1125,b,Kepler-1125 b,2108.14,5683.00,0.95,0.94,2016-05-10,2016,Kepler,3
1588,Kepler-1126,b,Kepler-1126 b,647.59,5798.00,0.92,0.93,2016-05-10,2016,Kepler,3
1589,Kepler-1127,b,Kepler-1127 b,862.88,5664.00,0.97,0.95,2016-05-10,2016,Kepler,3
1590,Kepler-1128,b,Kepler-1128 b,1116.67,5543.00,0.94,0.91,2016-05-10,2016,Kepler,3
1591,Kepler-1129,b,Kepler-1129 b,1224.39,5831.00,1.00,1.00,2016-05-10,2016,Kepler,3
1592,Kepler-1129,c,Kepler-1129 c,1224.39,5831.00,1.00,1.00,2016-05-10,2016,Kepler,3
1593,Kepler-113,b,Kepler-113 b,264.35,4725.00,0.75,0.69,2014-05-14,2014,Kepler,3
1594,Kepler-113,c,Kepler-113 c,264.35,4725.00,0.75,0.69,2016-10-13,2014,Kepler,3
1595,Kepler-1130,b,Kepler-1130 b,251.14,5403.00,0.90,0.81,2016-05-10,2016,Kepler,3
1596,Kepler-1131,b,Kepler-1131 b,1061.88,5851.00,1.03,1.04,2016-05-10,2016,Kepler,3
1597,Kepler-1132,b,Kepler-1132 b,889.84,5298.00,0.87,0.83,2016-05-10,2016,Kepler,3
1598,Kepler-1133,b,Kepler-1133 b,769.44,5569.00,0.93,0.90,2016-05-10,2016,Kepler,3
1599,Kepler-1134,b,Kepler-1134 b,969.54,5281.00,0.84,0.81,2016-05-10,2016,Kepler,3
1600,Kepler-1135,b,Kepler-1135 b,1366.49,5656.00,0.96,0.94,2016-05-10,2016,Kepler,3
1601,Kepler-1136,b,Kepler-1136 b,498.31,4512.00,0.72,0.68,2016-05-10,2016,Kepler,3
1602,Kepler-1137,b,Kepler-1137 b,946.76,6807.00,1.50,1.84,2016-05-10,2016,Kepler,3
1603,Kepler-1138,b,Kepler-1138 b,894.42,5582.00,0.95,0.92,2016-05-10,2016,Kepler,3
1604,Kepler-1139,b,Kepler-1139 b,502.30,5550.00,0.94,0.91,2016-05-10,2016,Kepler,3
1605,Kepler-114,b,Kepler-114 b,261.49,4605.00,,0.67,2014-05-14,2014,Kepler,3
1606,Kepler-114,c,Kepler-114 c,261.49,4605.00,,0.67,2014-05-14,2013,Kepler,3
1607,Kepler-114,d,Kepler-114 d,261.49,4605.00,,0.67,2014-05-14,2013,Kepler,3
